set,type,period,name,date,holofoil_price,volume
SV04,Card,3M,Groudon 199,6/16 to 6/18,$73.32,8
SV04,Card,3M,Groudon 199,6/17 to 6/19,$72.95,8
SV04,Card,3M,Groudon 199,6/18 to 6/20,$72.21,6
SV04,Card,3M,Groudon 199,6/19 to 6/21,$71.73,7
SV04,Card,3M,Groudon 199,6/2 to 6/4,$74.66,7
SV04,Card,3M,Groudon 199,6/20 to 6/22,$71.49,6
SV04,Card,3M,Groudon 199,6/21 to 6/23,$71.26,6
SV04,Card,3M,Groudon 199,6/22 to 6/24,$70.45,5
SV04,Card,3M,Groudon 199,6/23 to 6/25,$69.69,6
SV04,Card,3M,Groudon 199,6/24 to 6/26,$68.88,6
SV04,Card,3M,Groudon 199,6/25 to 6/27,$68.65,6
SV04,Card,3M,Groudon 199,6/26 to 6/28,$68.26,11
SV04,Card,3M,Groudon 199,6/27 to 6/29,$68.01,12
SV04,Card,3M,Groudon 199,6/28 to 6/30,$67.64,13
SV04,Card,3M,Groudon 199,6/29 to 7/1,$67.32,8
SV04,Card,3M,Groudon 199,6/3 to 6/5,$74.69,4
SV04,Card,3M,Groudon 199,6/30 to 7/2,$67.40,10
SV04,Card,3M,Groudon 199,6/4 to 6/6,$74.92,5
SV04,Card,3M,Groudon 199,6/5 to 6/7,$74.45,20
SV04,Card,3M,Groudon 199,6/6 to 6/8,$73.97,21
SV04,Card,3M,Groudon 199,6/7 to 6/9,$73.35,29
SV04,Card,3M,Groudon 199,6/8 to 6/10,$73.37,11
SV04,Card,3M,Groudon 199,6/9 to 6/11,$73.58,14
SV04,Card,3M,Groudon 199,7/1 to 7/3,$67.71,8
SV04,Card,3M,Groudon 199,7/10 to 7/12,$68.89,18
SV04,Card,3M,Groudon 199,7/11 to 7/13,$69.34,22
SV04,Card,3M,Groudon 199,7/12 to 7/14,$69.61,13
SV04,Card,3M,Groudon 199,7/13 to 7/15,$69.98,15
SV04,Card,3M,Groudon 199,7/14 to 7/16,$70.36,10
SV04,Card,3M,Groudon 199,7/15 to 7/17,$70.64,7
SV04,Card,3M,Groudon 199,7/16 to 7/18,$70.67,7
SV04,Card,3M,Groudon 199,7/17 to 7/19,$70.52,9
SV04,Card,3M,Groudon 199,7/18 to 7/20,$70.47,11
SV04,Card,3M,Groudon 199,7/19 to 7/21,$70.67,0
SV04,Card,3M,Groudon 199,7/2 to 7/4,$68.11,7
SV04,Card,3M,Groudon 199,7/20 to 7/22,$70.52,0
SV04,Card,3M,Groudon 199,7/21 to 7/23,$70.47,0
SV04,Card,3M,Groudon 199,7/3 to 7/5,$68.10,5
SV04,Card,3M,Groudon 199,7/4 to 7/6,$68.08,4
SV04,Card,3M,Groudon 199,7/5 to 7/7,$68.01,5
SV04,Card,3M,Groudon 199,7/6 to 7/8,$68.04,20
SV04,Card,3M,Groudon 199,7/7 to 7/9,$68.07,20
SV04,Card,3M,Groudon 199,7/8 to 7/10,$68.24,20
SV04,Card,3M,Groudon 199,7/9 to 7/11,$68.54,16
SV04.5,Card,3M,Mew ex 232,4/22 to 4/24,$319.90,26
SV04.5,Card,3M,Mew ex 232,4/23 to 4/25,$319.90,6
SV04.5,Card,3M,Mew ex 232,4/24 to 4/26,$319.17,8
SV04.5,Card,3M,Mew ex 232,4/25 to 4/27,$316.87,8
SV04.5,Card,3M,Mew ex 232,4/26 to 4/28,$314.13,9
SV04.5,Card,3M,Mew ex 232,4/27 to 4/29,$315.12,45
SV04.5,Card,3M,Mew ex 232,4/28 to 4/30,$317.89,45
SV04.5,Card,3M,Mew ex 232,4/29 to 5/1,$321.36,45
SV04.5,Card,3M,Mew ex 232,4/30 to 5/2,$320.82,5
SV04.5,Card,3M,Mew ex 232,5/1 to 5/3,$320.13,5
SV04.5,Card,3M,Mew ex 232,5/10 to 5/12,$305.42,3
SV04.5,Card,3M,Mew ex 232,5/11 to 5/13,$304.65,3
SV04.5,Card,3M,Mew ex 232,5/12 to 5/14,$303.32,24
SV04.5,Card,3M,Mew ex 232,5/13 to 5/15,$302.80,22
SV04.5,Card,3M,Mew ex 232,5/14 to 5/16,$302.48,24
SV04.5,Card,3M,Mew ex 232,5/15 to 5/17,$302.68,4
SV04.5,Card,3M,Mew ex 232,5/16 to 5/18,$302.37,5
SV04.5,Card,3M,Mew ex 232,5/17 to 5/19,$301.86,5
SV04.5,Card,3M,Mew ex 232,5/18 to 5/20,$302.07,6
SV04.5,Card,3M,Mew ex 232,5/19 to 5/21,$302.61,5
SV04.5,Card,3M,Mew ex 232,5/2 to 5/4,$318.11,6
SV04.5,Card,3M,Mew ex 232,5/20 to 5/22,$303.13,5
SV04.5,Card,3M,Mew ex 232,5/21 to 5/23,$302.83,8
SV04.5,Card,3M,Mew ex 232,5/22 to 5/24,$302.24,11
SV04.5,Card,3M,Mew ex 232,5/23 to 5/25,$301.61,10
SV04.5,Card,3M,Mew ex 232,5/24 to 5/26,$301.11,5
SV04.5,Card,3M,Mew ex 232,5/25 to 5/27,$300.89,3
SV04.5,Card,3M,Mew ex 232,5/26 to 5/28,$300.64,3
SV04.5,Card,3M,Mew ex 232,5/27 to 5/29,$300.40,3
SV04.5,Card,3M,Mew ex 232,5/28 to 5/30,$300.31,1
SV04.5,Card,3M,Mew ex 232,5/29 to 5/31,$300.17,2
SV04.5,Card,3M,Mew ex 232,5/3 to 5/5,$314.65,7
SV04.5,Card,3M,Mew ex 232,5/30 to 6/1,$299.49,7
SV04.5,Card,3M,Mew ex 232,5/31 to 6/2,$298.67,8
SV04.5,Card,3M,Mew ex 232,5/4 to 5/6,$311.27,9
SV04.5,Card,3M,Mew ex 232,5/5 to 5/7,$308.26,9
SV04.5,Card,3M,Mew ex 232,5/6 to 5/8,$307.20,6
SV04.5,Card,3M,Mew ex 232,5/7 to 5/9,$306.34,5
SV04.5,Card,3M,Mew ex 232,5/8 to 5/10,$306.19,3
SV04.5,Card,3M,Mew ex 232,5/9 to 5/11,$306.19,2
SV04.5,Card,3M,Mew ex 232,6/1 to 6/3,$297.99,6
SV04.5,Card,3M,Mew ex 232,6/10 to 6/12,$291.46,3
SV04.5,Card,3M,Mew ex 232,6/11 to 6/13,$293.31,3
SV04.5,Card,3M,Mew ex 232,6/12 to 6/14,$296.12,2
SV04.5,Card,3M,Mew ex 232,6/13 to 6/15,$296.02,2
SV04.5,Card,3M,Mew ex 232,6/14 to 6/16,$295.95,2
SV04.5,Card,3M,Mew ex 232,6/15 to 6/17,$296.14,4
SV04.5,Card,3M,Mew ex 232,6/16 to 6/18,$296.33,4
SV04.5,Card,3M,Mew ex 232,6/17 to 6/19,$296.07,3
SV04.5,Card,3M,Mew ex 232,6/18 to 6/20,$294.71,3
SV04.5,Card,3M,Mew ex 232,6/19 to 6/21,$292.98,6
SV04.5,Card,3M,Mew ex 232,6/2 to 6/4,$297.85,1
SV04.5,Card,3M,Mew ex 232,6/20 to 6/22,$291.62,6
SV04.5,Card,3M,Mew ex 232,6/21 to 6/23,$290.59,6
SV04.5,Card,3M,Mew ex 232,6/22 to 6/24,$290.60,13
SV04.5,Card,3M,Mew ex 232,6/23 to 6/25,$291.11,14
SV04.5,Card,3M,Mew ex 232,6/24 to 6/26,$292.03,13
SV04.5,Card,3M,Mew ex 232,6/25 to 6/27,$293.83,13
SV04.5,Card,3M,Mew ex 232,6/26 to 6/28,$295.57,14
SV04.5,Card,3M,Mew ex 232,6/27 to 6/29,$297.75,24
SV04.5,Card,3M,Mew ex 232,6/28 to 6/30,$298.35,14
SV04.5,Card,3M,Mew ex 232,6/29 to 7/1,$299.02,16
SV04.5,Card,3M,Mew ex 232,6/3 to 6/5,$298.14,2
SV04.5,Card,3M,Mew ex 232,6/30 to 7/2,$299.53,9
SV04.5,Card,3M,Mew ex 232,6/4 to 6/6,$298.76,4
SV04.5,Card,3M,Mew ex 232,6/5 to 6/7,$298.70,7
SV04.5,Card,3M,Mew ex 232,6/6 to 6/8,$298.62,8
SV04.5,Card,3M,Mew ex 232,6/7 to 6/9,$298.06,7
SV04.5,Card,3M,Mew ex 232,6/8 to 6/10,$295.67,6
SV04.5,Card,3M,Mew ex 232,6/9 to 6/11,$292.04,4
SV04.5,Card,3M,Mew ex 232,7/1 to 7/3,$300.02,12
SV04.5,Card,3M,Mew ex 232,7/10 to 7/12,$310.14,37
SV04.5,Card,3M,Mew ex 232,7/11 to 7/13,$314.12,18
SV04.5,Card,3M,Mew ex 232,7/12 to 7/14,$319.59,19
SV04.5,Card,3M,Mew ex 232,7/13 to 7/15,$326.29,12
SV04.5,Card,3M,Mew ex 232,7/14 to 7/16,$333.03,9
SV04.5,Card,3M,Mew ex 232,7/15 to 7/17,$338.56,8
SV04.5,Card,3M,Mew ex 232,7/16 to 7/18,$340.55,5
SV04.5,Card,3M,Mew ex 232,7/17 to 7/19,$342.55,5
SV04.5,Card,3M,Mew ex 232,7/18 to 7/20,$344.27,4
SV04.5,Card,3M,Mew ex 232,7/19 to 7/21,$340.55,0
SV04.5,Card,3M,Mew ex 232,7/2 to 7/4,$299.39,12
SV04.5,Card,3M,Mew ex 232,7/20 to 7/22,$342.55,0
SV04.5,Card,3M,Mew ex 232,7/21 to 7/23,$344.27,0
SV04.5,Card,3M,Mew ex 232,7/3 to 7/5,$298.63,8
SV04.5,Card,3M,Mew ex 232,7/4 to 7/6,$297.88,7
SV04.5,Card,3M,Mew ex 232,7/5 to 7/7,$297.85,6
SV04.5,Card,3M,Mew ex 232,7/6 to 7/8,$297.96,8
SV04.5,Card,3M,Mew ex 232,7/7 to 7/9,$298.24,8
SV04.5,Card,3M,Mew ex 232,7/8 to 7/10,$300.90,20
SV04.5,Card,3M,Mew ex 232,7/9 to 7/11,$303.75,21
SV05,Card,3M,Raging Bolt ex 208,4/22 to 4/24,$93.48,6
SV05,Card,3M,Raging Bolt ex 208,4/23 to 4/25,$93.41,3
SV05,Card,3M,Raging Bolt ex 208,4/24 to 4/26,$93.13,4
SV05,Card,3M,Raging Bolt ex 208,4/25 to 4/27,$92.71,3
SV05,Card,3M,Raging Bolt ex 208,4/26 to 4/28,$92.24,4
SV05,Card,3M,Raging Bolt ex 208,4/27 to 4/29,$91.88,4
SV05,Card,3M,Raging Bolt ex 208,4/28 to 4/30,$91.70,3
SV05,Card,3M,Raging Bolt ex 208,4/29 to 5/1,$91.55,3
SV05,Card,3M,Raging Bolt ex 208,4/30 to 5/2,$91.30,5
SV05,Card,3M,Raging Bolt ex 208,5/1 to 5/3,$90.95,5
SV05,Card,3M,Raging Bolt ex 208,5/10 to 5/12,$82.96,5
SV05,Card,3M,Raging Bolt ex 208,5/11 to 5/13,$82.56,7
SV05,Card,3M,Raging Bolt ex 208,5/12 to 5/14,$82.36,48
SV05,Card,3M,Raging Bolt ex 208,5/13 to 5/15,$82.12,52
SV05,Card,3M,Raging Bolt ex 208,5/14 to 5/16,$82.11,49
SV05,Card,3M,Raging Bolt ex 208,5/15 to 5/17,$82.07,11
SV05,Card,3M,Raging Bolt ex 208,5/16 to 5/18,$82.17,11
SV05,Card,3M,Raging Bolt ex 208,5/17 to 5/19,$82.26,14
SV05,Card,3M,Raging Bolt ex 208,5/18 to 5/20,$82.32,11
SV05,Card,3M,Raging Bolt ex 208,5/19 to 5/21,$82.21,6
SV05,Card,3M,Raging Bolt ex 208,5/2 to 5/4,$90.48,5
SV05,Card,3M,Raging Bolt ex 208,5/20 to 5/22,$82.11,6
SV05,Card,3M,Raging Bolt ex 208,5/21 to 5/23,$82.08,16
SV05,Card,3M,Raging Bolt ex 208,5/22 to 5/24,$81.95,18
SV05,Card,3M,Raging Bolt ex 208,5/23 to 5/25,$81.76,17
SV05,Card,3M,Raging Bolt ex 208,5/24 to 5/26,$81.49,7
SV05,Card,3M,Raging Bolt ex 208,5/25 to 5/27,$81.34,7
SV05,Card,3M,Raging Bolt ex 208,5/26 to 5/28,$81.22,6
SV05,Card,3M,Raging Bolt ex 208,5/27 to 5/29,$81.15,5
SV05,Card,3M,Raging Bolt ex 208,5/28 to 5/30,$81.10,3
SV05,Card,3M,Raging Bolt ex 208,5/29 to 5/31,$80.84,6
SV05,Card,3M,Raging Bolt ex 208,5/3 to 5/5,$90.11,4
SV05,Card,3M,Raging Bolt ex 208,5/30 to 6/1,$80.49,8
SV05,Card,3M,Raging Bolt ex 208,5/31 to 6/2,$79.99,10
SV05,Card,3M,Raging Bolt ex 208,5/4 to 5/6,$89.05,8
SV05,Card,3M,Raging Bolt ex 208,5/5 to 5/7,$87.57,13
SV05,Card,3M,Raging Bolt ex 208,5/6 to 5/8,$85.89,15
SV05,Card,3M,Raging Bolt ex 208,5/7 to 5/9,$84.69,14
SV05,Card,3M,Raging Bolt ex 208,5/8 to 5/10,$83.92,9
SV05,Card,3M,Raging Bolt ex 208,5/9 to 5/11,$83.25,7
SV05,Card,3M,Raging Bolt ex 208,6/1 to 6/3,$79.93,8
SV05,Card,3M,Raging Bolt ex 208,6/10 to 6/12,$79.35,8
SV05,Card,3M,Raging Bolt ex 208,6/11 to 6/13,$78.88,11
SV05,Card,3M,Raging Bolt ex 208,6/12 to 6/14,$78.49,11
SV05,Card,3M,Raging Bolt ex 208,6/13 to 6/15,$78.07,10
SV05,Card,3M,Raging Bolt ex 208,6/14 to 6/16,$77.98,5
SV05,Card,3M,Raging Bolt ex 208,6/15 to 6/17,$77.53,9
SV05,Card,3M,Raging Bolt ex 208,6/16 to 6/18,$77.02,12
SV05,Card,3M,Raging Bolt ex 208,6/17 to 6/19,$76.45,12
SV05,Card,3M,Raging Bolt ex 208,6/18 to 6/20,$76.20,9
SV05,Card,3M,Raging Bolt ex 208,6/19 to 6/21,$76.02,6
SV05,Card,3M,Raging Bolt ex 208,6/2 to 6/4,$79.94,6
SV05,Card,3M,Raging Bolt ex 208,6/20 to 6/22,$75.87,6
SV05,Card,3M,Raging Bolt ex 208,6/21 to 6/23,$75.63,7
SV05,Card,3M,Raging Bolt ex 208,6/22 to 6/24,$75.35,8
SV05,Card,3M,Raging Bolt ex 208,6/23 to 6/25,$75.12,6
SV05,Card,3M,Raging Bolt ex 208,6/24 to 6/26,$75.01,7
SV05,Card,3M,Raging Bolt ex 208,6/25 to 6/27,$74.97,6
SV05,Card,3M,Raging Bolt ex 208,6/26 to 6/28,$74.98,10
SV05,Card,3M,Raging Bolt ex 208,6/27 to 6/29,$75.02,8
SV05,Card,3M,Raging Bolt ex 208,6/28 to 6/30,$75.04,9
SV05,Card,3M,Raging Bolt ex 208,6/29 to 7/1,$75.00,6
SV05,Card,3M,Raging Bolt ex 208,6/3 to 6/5,$80.05,5
SV05,Card,3M,Raging Bolt ex 208,6/30 to 7/2,$74.92,8
SV05,Card,3M,Raging Bolt ex 208,6/4 to 6/6,$79.94,6
SV05,Card,3M,Raging Bolt ex 208,6/5 to 6/7,$79.81,8
SV05,Card,3M,Raging Bolt ex 208,6/6 to 6/8,$79.73,8
SV05,Card,3M,Raging Bolt ex 208,6/7 to 6/9,$79.68,6
SV05,Card,3M,Raging Bolt ex 208,6/8 to 6/10,$79.64,7
SV05,Card,3M,Raging Bolt ex 208,6/9 to 6/11,$79.52,7
SV05,Card,3M,Raging Bolt ex 208,7/1 to 7/3,$74.83,10
SV05,Card,3M,Raging Bolt ex 208,7/10 to 7/12,$72.96,11
SV05,Card,3M,Raging Bolt ex 208,7/11 to 7/13,$72.64,8
SV05,Card,3M,Raging Bolt ex 208,7/12 to 7/14,$72.36,8
SV05,Card,3M,Raging Bolt ex 208,7/13 to 7/15,$71.83,11
SV05,Card,3M,Raging Bolt ex 208,7/14 to 7/16,$71.26,11
SV05,Card,3M,Raging Bolt ex 208,7/15 to 7/17,$70.77,11
SV05,Card,3M,Raging Bolt ex 208,7/16 to 7/18,$70.49,10
SV05,Card,3M,Raging Bolt ex 208,7/17 to 7/19,$70.28,10
SV05,Card,3M,Raging Bolt ex 208,7/18 to 7/20,$69.83,11
SV05,Card,3M,Raging Bolt ex 208,7/19 to 7/21,$70.49,0
SV05,Card,3M,Raging Bolt ex 208,7/2 to 7/4,$74.71,12
SV05,Card,3M,Raging Bolt ex 208,7/20 to 7/22,$70.28,0
SV05,Card,3M,Raging Bolt ex 208,7/21 to 7/23,$69.83,0
SV05,Card,3M,Raging Bolt ex 208,7/3 to 7/5,$74.57,9
SV05,Card,3M,Raging Bolt ex 208,7/4 to 7/6,$74.38,10
SV05,Card,3M,Raging Bolt ex 208,7/5 to 7/7,$74.23,10
SV05,Card,3M,Raging Bolt ex 208,7/6 to 7/8,$74.14,9
SV05,Card,3M,Raging Bolt ex 208,7/7 to 7/9,$74.09,5
SV05,Card,3M,Raging Bolt ex 208,7/8 to 7/10,$73.82,7
SV05,Card,3M,Raging Bolt ex 208,7/9 to 7/11,$73.41,10
SV06,Card,3M,Greninja ex 214,4/22 to 4/24,$334.57,4
SV06,Card,3M,Greninja ex 214,4/23 to 4/25,$332.33,3
SV06,Card,3M,Greninja ex 214,4/24 to 4/26,$328.05,5
SV06,Card,3M,Greninja ex 214,4/25 to 4/27,$326.00,4
SV06,Card,3M,Greninja ex 214,4/26 to 4/28,$321.14,4
SV06,Card,3M,Greninja ex 214,4/27 to 4/29,$318.94,3
SV06,Card,3M,Greninja ex 214,4/28 to 4/30,$318.35,3
SV06,Card,3M,Greninja ex 214,4/29 to 5/1,$317.16,2
SV06,Card,3M,Greninja ex 214,4/30 to 5/2,$317.16,0
SV06,Card,3M,Greninja ex 214,5/1 to 5/3,$315.73,2
SV06,Card,3M,Greninja ex 214,5/10 to 5/12,$296.28,3
SV06,Card,3M,Greninja ex 214,5/11 to 5/13,$295.24,4
SV06,Card,3M,Greninja ex 214,5/12 to 5/14,$294.72,26
SV06,Card,3M,Greninja ex 214,5/13 to 5/15,$294.77,28
SV06,Card,3M,Greninja ex 214,5/14 to 5/16,$295.41,26
SV06,Card,3M,Greninja ex 214,5/15 to 5/17,$295.76,2
SV06,Card,3M,Greninja ex 214,5/16 to 5/18,$295.90,1
SV06,Card,3M,Greninja ex 214,5/17 to 5/19,$295.38,2
SV06,Card,3M,Greninja ex 214,5/18 to 5/20,$295.69,4
SV06,Card,3M,Greninja ex 214,5/19 to 5/21,$295.64,3
SV06,Card,3M,Greninja ex 214,5/2 to 5/4,$314.30,2
SV06,Card,3M,Greninja ex 214,5/20 to 5/22,$295.56,3
SV06,Card,3M,Greninja ex 214,5/21 to 5/23,$295.19,5
SV06,Card,3M,Greninja ex 214,5/22 to 5/24,$294.88,6
SV06,Card,3M,Greninja ex 214,5/23 to 5/25,$295.23,5
SV06,Card,3M,Greninja ex 214,5/24 to 5/26,$295.28,1
SV06,Card,3M,Greninja ex 214,5/25 to 5/27,$295.28,0
SV06,Card,3M,Greninja ex 214,5/26 to 5/28,$295.29,1
SV06,Card,3M,Greninja ex 214,5/27 to 5/29,$295.51,2
SV06,Card,3M,Greninja ex 214,5/28 to 5/30,$294.98,3
SV06,Card,3M,Greninja ex 214,5/29 to 5/31,$294.44,2
SV06,Card,3M,Greninja ex 214,5/3 to 5/5,$312.33,3
SV06,Card,3M,Greninja ex 214,5/30 to 6/1,$292.70,3
SV06,Card,3M,Greninja ex 214,5/31 to 6/2,$291.71,2
SV06,Card,3M,Greninja ex 214,5/4 to 5/6,$309.17,5
SV06,Card,3M,Greninja ex 214,5/5 to 5/7,$305.16,7
SV06,Card,3M,Greninja ex 214,5/6 to 5/8,$301.36,8
SV06,Card,3M,Greninja ex 214,5/7 to 5/9,$299.56,6
SV06,Card,3M,Greninja ex 214,5/8 to 5/10,$298.33,5
SV06,Card,3M,Greninja ex 214,5/9 to 5/11,$296.99,5
SV06,Card,3M,Greninja ex 214,6/1 to 6/3,$290.30,4
SV06,Card,3M,Greninja ex 214,6/10 to 6/12,$287.34,3
SV06,Card,3M,Greninja ex 214,6/11 to 6/13,$287.83,2
SV06,Card,3M,Greninja ex 214,6/12 to 6/14,$288.31,2
SV06,Card,3M,Greninja ex 214,6/13 to 6/15,$287.72,4
SV06,Card,3M,Greninja ex 214,6/14 to 6/16,$285.94,7
SV06,Card,3M,Greninja ex 214,6/15 to 6/17,$283.50,9
SV06,Card,3M,Greninja ex 214,6/16 to 6/18,$280.39,8
SV06,Card,3M,Greninja ex 214,6/17 to 6/19,$279.15,6
SV06,Card,3M,Greninja ex 214,6/18 to 6/20,$278.56,4
SV06,Card,3M,Greninja ex 214,6/19 to 6/21,$278.57,4
SV06,Card,3M,Greninja ex 214,6/2 to 6/4,$289.77,3
SV06,Card,3M,Greninja ex 214,6/20 to 6/22,$277.42,5
SV06,Card,3M,Greninja ex 214,6/21 to 6/23,$276.27,5
SV06,Card,3M,Greninja ex 214,6/22 to 6/24,$275.57,3
SV06,Card,3M,Greninja ex 214,6/23 to 6/25,$275.19,1
SV06,Card,3M,Greninja ex 214,6/24 to 6/26,$274.51,4
SV06,Card,3M,Greninja ex 214,6/25 to 6/27,$273.85,4
SV06,Card,3M,Greninja ex 214,6/26 to 6/28,$273.03,4
SV06,Card,3M,Greninja ex 214,6/27 to 6/29,$272.49,2
SV06,Card,3M,Greninja ex 214,6/28 to 6/30,$272.11,1
SV06,Card,3M,Greninja ex 214,6/29 to 7/1,$270.97,4
SV06,Card,3M,Greninja ex 214,6/3 to 6/5,$289.25,3
SV06,Card,3M,Greninja ex 214,6/30 to 7/2,$269.86,3
SV06,Card,3M,Greninja ex 214,6/4 to 6/6,$289.15,1
SV06,Card,3M,Greninja ex 214,6/5 to 6/7,$288.87,2
SV06,Card,3M,Greninja ex 214,6/6 to 6/8,$288.43,3
SV06,Card,3M,Greninja ex 214,6/7 to 6/9,$287.60,5
SV06,Card,3M,Greninja ex 214,6/8 to 6/10,$287.12,4
SV06,Card,3M,Greninja ex 214,6/9 to 6/11,$286.80,3
SV06,Card,3M,Greninja ex 214,7/1 to 7/3,$268.24,6
SV06,Card,3M,Greninja ex 214,7/10 to 7/12,$268.02,8
SV06,Card,3M,Greninja ex 214,7/11 to 7/13,$267.51,8
SV06,Card,3M,Greninja ex 214,7/12 to 7/14,$266.97,6
SV06,Card,3M,Greninja ex 214,7/13 to 7/15,$266.42,6
SV06,Card,3M,Greninja ex 214,7/14 to 7/16,$266.17,4
SV06,Card,3M,Greninja ex 214,7/15 to 7/17,$265.97,3
SV06,Card,3M,Greninja ex 214,7/16 to 7/18,$265.73,3
SV06,Card,3M,Greninja ex 214,7/17 to 7/19,$266.36,13
SV06,Card,3M,Greninja ex 214,7/18 to 7/20,$265.97,0
SV06,Card,3M,Greninja ex 214,7/19 to 7/21,$265.73,0
SV06,Card,3M,Greninja ex 214,7/2 to 7/4,$267.94,4
SV06,Card,3M,Greninja ex 214,7/20 to 7/22,$266.36,0
SV06,Card,3M,Greninja ex 214,7/3 to 7/5,$267.64,4
SV06,Card,3M,Greninja ex 214,7/4 to 7/6,$267.77,2
SV06,Card,3M,Greninja ex 214,7/5 to 7/7,$267.60,1
SV06,Card,3M,Greninja ex 214,7/6 to 7/8,$267.41,2
SV06,Card,3M,Greninja ex 214,7/7 to 7/9,$267.32,2
SV06,Card,3M,Greninja ex 214,7/8 to 7/10,$267.59,5
SV06,Card,3M,Greninja ex 214,7/9 to 7/11,$267.84,8
SV06.5,Card,3M,Fezandipiti ex 092,4/22 to 4/24,$48.29,6
SV06.5,Card,3M,Fezandipiti ex 092,4/23 to 4/25,$48.42,8
SV06.5,Card,3M,Fezandipiti ex 092,4/25 to 4/27,$48.56,4
SV06.5,Card,3M,Fezandipiti ex 092,4/26 to 4/28,$48.65,2
SV06.5,Card,3M,Fezandipiti ex 092,4/28 to 4/30,$49.05,5
SV06.5,Card,3M,Fezandipiti ex 092,4/29 to 5/1,$49.15,3
SV06.5,Card,3M,Fezandipiti ex 092,5/1 to 5/3,$49.18,3
SV06.5,Card,3M,Fezandipiti ex 092,5/10 to 5/12,$48.34,3
SV06.5,Card,3M,Fezandipiti ex 092,5/11 to 5/13,$48.16,6
SV06.5,Card,3M,Fezandipiti ex 092,5/13 to 5/15,$47.67,24
SV06.5,Card,3M,Fezandipiti ex 092,5/14 to 5/16,$47.39,24
SV06.5,Card,3M,Fezandipiti ex 092,5/16 to 5/18,$47.26,6
SV06.5,Card,3M,Fezandipiti ex 092,5/17 to 5/19,$47.05,8
SV06.5,Card,3M,Fezandipiti ex 092,5/19 to 5/21,$46.27,8
SV06.5,Card,3M,Fezandipiti ex 092,5/2 to 5/4,$49.33,8
SV06.5,Card,3M,Fezandipiti ex 092,5/20 to 5/22,$46.09,3
SV06.5,Card,3M,Fezandipiti ex 092,5/22 to 5/24,$45.99,3
SV06.5,Card,3M,Fezandipiti ex 092,5/23 to 5/25,$45.95,3
SV06.5,Card,3M,Fezandipiti ex 092,5/25 to 5/27,$45.11,7
SV06.5,Card,3M,Fezandipiti ex 092,5/26 to 5/28,$44.80,13
SV06.5,Card,3M,Fezandipiti ex 092,5/28 to 5/30,$44.89,11
SV06.5,Card,3M,Fezandipiti ex 092,5/29 to 5/31,$44.79,7
SV06.5,Card,3M,Fezandipiti ex 092,5/31 to 6/2,$45.58,9
SV06.5,Card,3M,Fezandipiti ex 092,5/4 to 5/6,$49.13,11
SV06.5,Card,3M,Fezandipiti ex 092,5/5 to 5/7,$48.75,9
SV06.5,Card,3M,Fezandipiti ex 092,5/7 to 5/9,$48.62,12
SV06.5,Card,3M,Fezandipiti ex 092,5/8 to 5/10,$48.64,9
SV06.5,Card,3M,Fezandipiti ex 092,6/1 to 6/3,$46.16,8
SV06.5,Card,3M,Fezandipiti ex 092,6/10 to 6/12,$46.06,3
SV06.5,Card,3M,Fezandipiti ex 092,6/12 to 6/14,$45.63,2
SV06.5,Card,3M,Fezandipiti ex 092,6/13 to 6/15,$45.46,4
SV06.5,Card,3M,Fezandipiti ex 092,6/15 to 6/17,$45.39,4
SV06.5,Card,3M,Fezandipiti ex 092,6/16 to 6/18,$45.18,3
SV06.5,Card,3M,Fezandipiti ex 092,6/18 to 6/20,$44.30,6
SV06.5,Card,3M,Fezandipiti ex 092,6/19 to 6/21,$44.00,6
SV06.5,Card,3M,Fezandipiti ex 092,6/21 to 6/23,$44.43,7
SV06.5,Card,3M,Fezandipiti ex 092,6/22 to 6/24,$44.56,8
SV06.5,Card,3M,Fezandipiti ex 092,6/24 to 6/26,$43.71,9
SV06.5,Card,3M,Fezandipiti ex 092,6/25 to 6/27,$43.42,6
SV06.5,Card,3M,Fezandipiti ex 092,6/27 to 6/29,$42.72,5
SV06.5,Card,3M,Fezandipiti ex 092,6/28 to 6/30,$42.21,7
